lat	long	quadrant	continent.region	country
14.4775	-91.6	12	Americas	**
14.4775	-89.8	12	Americas	**
14.4775	-88	12	Americas	**
14.4775	-86.2	12	Americas	**
14.4775	-84.4	12	Americas	**
14.4775	-61	12	Americas	**
14.4775	-16	13	Africa	**
14.4775	-14.2	13	Africa	**
14.4775	-12.4	13	Africa	**
14.4775	-10.6	13	Africa	**
14.4775	-8.8	13	Africa	**
14.4775	-7	13	Africa	**
14.4775	-5.2	13	Africa	**
14.4775	-3.4	13	Africa	**
14.4775	-1.6	13	Africa	**
14.4775	0.2	13	Africa	**
14.4775	2	13	Africa	**
14.4775	3.8	13	Africa	**
14.4775	5.6	13	Africa	**
14.4775	7.4	13	Africa	**
14.4775	9.2	13	Africa	**
14.4775	11	13	Africa	**
14.4775	12.8	13	Africa	**
14.4775	14.6	13	Africa	**
14.4775	16.4	13	Africa	**
14.4775	18.2	13	Africa	**
14.4775	20	13	Africa	**
14.4775	21.8	13	Africa	**
14.4775	23.6	13	Africa	**
14.4775	25.4	13	Africa	**
14.4775	27.2	13	Africa	**
14.4775	29	13	Africa	**
14.4775	30.8	13	Africa	**
14.4775	32.6	13	Africa	**
14.4775	34.4	13	Africa	**
14.4775	36.2	13	Africa	**
14.4775	38	13	Africa	**
14.4775	39.8	13	Africa	**
14.4775	43.4	13	Asia	**
14.4775	45.2	13	Asia	**
14.4775	47	13	Asia	**
14.4775	48.8	14	Asia	**
14.4775	75.8	14	Asia	**
14.4775	77.6	14	Asia	**
14.4775	79.4	14	Asia	**
14.4775	99.2	14	Asia	**
14.4775	101	14	Asia	**
14.4775	102.8	14	Asia	**
14.4775	104.6	14	Asia	**
14.4775	106.4	14	Asia	**
14.4775	108.2	14	Asia	**
15.962	-97	11	Americas	**
15.962	-93.4	12	Americas	**
15.962	-91.6	12	Americas	**
15.962	-89.8	12	Americas	**
15.962	-16	13	Africa	**
15.962	-14.2	13	Africa	**
15.962	-12.4	13	Africa	**
15.962	-10.6	13	Africa	**
15.962	-8.8	13	Africa	**
15.962	-7	13	Africa	**
15.962	-5.2	13	Africa	**
15.962	-3.4	13	Africa	**
15.962	-1.6	13	Africa	**
15.962	0.2	13	Africa	**
15.962	2	13	Africa	**
15.962	3.8	13	Africa	**
15.962	5.6	13	Africa	**
15.962	7.4	13	Africa	**
15.962	9.2	13	Africa	**
15.962	11	13	Africa	**
15.962	12.8	13	Africa	**
15.962	14.6	13	Africa	**
15.962	16.4	13	Africa	**
15.962	18.2	13	Africa	**
15.962	20	13	Africa	**
15.962	21.8	13	Africa	**
15.962	23.6	13	Africa	**
15.962	25.4	13	Africa	**
15.962	27.2	13	Africa	**
15.962	29	13	Africa	**
15.962	30.8	13	Africa	**
15.962	32.6	13	Africa	**
15.962	34.4	13	Africa	**
15.962	36.2	13	Africa	**
15.962	38	13	Africa	**
15.962	43.4	13	Asia	**
15.962	45.2	13	Asia	**
15.962	47	13	Asia	**
15.962	48.8	14	Asia	**
15.962	50.6	14	Asia	**
15.962	74	14	Asia	**
15.962	75.8	14	Asia	**
15.962	77.6	14	Asia	**
15.962	79.4	14	Asia	**
15.962	95.6	14	Asia	**
15.962	99.2	14	Asia	**
15.962	101	14	Asia	**
15.962	102.8	14	Asia	**
15.962	104.6	14	Asia	**
15.962	106.4	14	Asia	**
15.962	108.2	14	Asia	**
15.962	120.8	15	Pacific	**
17.4576	-100.6	11	Americas	**
17.4576	-98.8	11	Americas	**
17.4576	-97	11	Americas	**
17.4576	-95.2	12	Americas	**
17.4576	-93.4	12	Americas	**
17.4576	-91.6	12	Americas	**
17.4576	-89.8	12	Americas	**
17.4576	-16	13	Africa	**
17.4576	-14.2	13	Africa	**
17.4576	-12.4	13	Africa	**
17.4576	-10.6	13	Africa	**
17.4576	-8.8	13	Africa	**
17.4576	-7	13	Africa	**
17.4576	-5.2	13	Africa	**
17.4576	-3.4	13	Africa	**
17.4576	-1.6	13	Africa	**
17.4576	0.2	13	Africa	**
17.4576	2	13	Africa	**
17.4576	3.8	13	Africa	**
17.4576	5.6	13	Africa	**
17.4576	7.4	13	Africa	**
17.4576	9.2	13	Africa	**
17.4576	11	13	Africa	**
17.4576	12.8	13	Africa	**
17.4576	14.6	13	Africa	**
17.4576	16.4	13	Africa	**
17.4576	18.2	13	Africa	**
17.4576	20	13	Africa	**
17.4576	21.8	13	Africa	**
17.4576	23.6	13	Africa	**
17.4576	25.4	13	Africa	**
17.4576	27.2	13	Africa	**
17.4576	29	13	Africa	**
17.4576	30.8	13	Africa	**
17.4576	32.6	13	Africa	**
17.4576	34.4	13	Africa	**
17.4576	36.2	13	Africa	**
17.4576	38	13	Africa	**
17.4576	43.4	13	Asia	**
17.4576	45.2	13	Asia	**
17.4576	47	13	Asia	**
17.4576	48.8	14	Asia	**
17.4576	50.6	14	Asia	**
17.4576	52.4	14	Asia	**
17.4576	54.2	14	Asia	**
17.4576	74	14	Asia	**
17.4576	75.8	14	Asia	**
17.4576	77.6	14	Asia	**
17.4576	79.4	14	Asia	**
17.4576	81.2	14	Asia	**
17.4576	95.6	14	Asia	**
17.4576	97.4	14	Asia	**
17.4576	99.2	14	Asia	**
17.4576	101	14	Asia	**
17.4576	102.8	14	Asia	**
17.4576	104.6	14	Asia	**
17.4576	106.4	14	Asia	**
17.4576	120.8	15	Pacific	**
18.9656	-102.4	11	Americas	**
18.9656	-100.6	11	Americas	**
18.9656	-98.8	11	Americas	**
18.9656	-97	11	Americas	**
18.9656	-89.8	12	Americas	**
18.9656	-88	12	Americas	**
18.9656	-71.8	12	Americas	**
18.9656	-70	12	Americas	**
18.9656	-16	13	Africa	**
18.9656	-14.2	13	Africa	**
18.9656	-12.4	13	Africa	**
18.9656	-10.6	13	Africa	**
18.9656	-8.8	13	Africa	**
18.9656	-7	13	Africa	**
18.9656	-5.2	13	Africa	**
18.9656	-3.4	13	Africa	**
18.9656	-1.6	13	Africa	**
18.9656	0.2	13	Africa	**
18.9656	2	13	Africa	**
18.9656	3.8	13	Africa	**
18.9656	5.6	13	Africa	**
18.9656	7.4	13	Africa	**
18.9656	9.2	13	Africa	**
18.9656	11	13	Africa	**
18.9656	12.8	13	Africa	**
18.9656	14.6	13	Africa	**
18.9656	16.4	13	Africa	**
18.9656	18.2	13	Africa	**
18.9656	20	13	Africa	**
18.9656	21.8	13	Africa	**
18.9656	23.6	13	Africa	**
18.9656	25.4	13	Africa	**
18.9656	27.2	13	Africa	**
18.9656	29	13	Africa	**
18.9656	30.8	13	Africa	**
18.9656	32.6	13	Africa	**
18.9656	34.4	13	Africa	**
18.9656	36.2	13	Africa	**
18.9656	41.6	13	Asia	**
18.9656	43.4	13	Asia	**
18.9656	45.2	13	Asia	**
18.9656	47	13	Asia	**
18.9656	48.8	14	Asia	**
18.9656	50.6	14	Asia	**
18.9656	52.4	14	Asia	**
18.9656	54.2	14	Asia	**
18.9656	56	14	Asia	**
18.9656	74	14	Asia	**
18.9656	75.8	14	Asia	**
18.9656	77.6	14	Asia	**
18.9656	79.4	14	Asia	**
18.9656	81.2	14	Asia	**
18.9656	83	14	Asia	**
18.9656	93.8	14	Asia	**
18.9656	95.6	14	Asia	**
18.9656	97.4	14	Asia	**
18.9656	99.2	14	Asia	**
18.9656	101	14	Asia	**
18.9656	102.8	14	Asia	**
18.9656	104.6	14	Asia	**
18.9656	110	14	Asia	**
20.4873	-104.2	11	Americas	**
20.4873	-102.4	11	Americas	**
20.4873	-100.6	11	Americas	**
20.4873	-98.8	11	Americas	**
20.4873	-89.8	12	Americas	**
20.4873	-88	12	Americas	**
20.4873	-75.4	12	Americas	**
20.4873	-16	13	Africa	**
20.4873	-14.2	13	Africa	**
20.4873	-12.4	13	Africa	**
20.4873	-10.6	13	Africa	**
20.4873	-8.8	13	Africa	**
20.4873	-7	13	Africa	**
20.4873	-5.2	13	Africa	**
20.4873	-3.4	13	Africa	**
20.4873	-1.6	13	Africa	**
20.4873	0.2	13	Africa	**
20.4873	2	13	Africa	**
20.4873	3.8	13	Africa	**
20.4873	5.6	13	Africa	**
20.4873	7.4	13	Africa	**
20.4873	9.2	13	Africa	**
20.4873	11	13	Africa	**
20.4873	12.8	13	Africa	**
20.4873	14.6	13	Africa	**
20.4873	16.4	13	Africa	**
20.4873	18.2	13	Africa	**
20.4873	20	13	Africa	**
20.4873	21.8	13	Africa	**
20.4873	23.6	13	Africa	**
20.4873	25.4	13	Africa	**
20.4873	27.2	13	Africa	**
20.4873	29	13	Africa	**
20.4873	30.8	13	Africa	**
20.4873	32.6	13	Africa	**
20.4873	34.4	13	Africa	**
20.4873	36.2	13	Africa	**
20.4873	39.8	13	Asia	**
20.4873	41.6	13	Asia	**
20.4873	43.4	13	Asia	**
20.4873	45.2	13	Asia	**
20.4873	47	13	Asia	**
20.4873	48.8	14	Asia	**
20.4873	50.6	14	Asia	**
20.4873	52.4	14	Asia	**
20.4873	54.2	14	Asia	**
20.4873	56	14	Asia	**
20.4873	57.8	14	Asia	**
20.4873	74	14	Asia	**
20.4873	75.8	14	Asia	**
20.4873	77.6	14	Asia	**
20.4873	79.4	14	Asia	**
20.4873	81.2	14	Asia	**
20.4873	83	14	Asia	**
20.4873	84.8	14	Asia	**
20.4873	86.6	14	Asia	**
20.4873	93.8	14	Asia	**
20.4873	95.6	14	Asia	**
20.4873	97.4	14	Asia	**
20.4873	99.2	14	Asia	**
20.4873	101	14	Asia	**
20.4873	102.8	14	Asia	**
20.4873	104.6	14	Asia	**
20.4873	106.4	14	Asia	**
20.4873	110	14	Asia	**
22.0243	-104.2	11	Americas	**
22.0243	-102.4	11	Americas	**
22.0243	-100.6	11	Americas	**
22.0243	-98.8	11	Americas	**
22.0243	-84.4	12	Americas	**
22.0243	-79	12	Americas	**
22.0243	-16	13	Africa	**
22.0243	-14.2	13	Africa	**
22.0243	-12.4	13	Africa	**
22.0243	-10.6	13	Africa	**
22.0243	-8.8	13	Africa	**
22.0243	-7	13	Africa	**
22.0243	-5.2	13	Africa	**
22.0243	-3.4	13	Africa	**
22.0243	-1.6	13	Africa	**
22.0243	0.2	13	Africa	**
22.0243	2	13	Africa	**
22.0243	3.8	13	Africa	**
22.0243	5.6	13	Africa	**
22.0243	7.4	13	Africa	**
22.0243	9.2	13	Africa	**
22.0243	11	13	Africa	**
22.0243	12.8	13	Africa	**
22.0243	14.6	13	Africa	**
22.0243	16.4	13	Africa	**
22.0243	18.2	13	Africa	**
22.0243	20	13	Africa	**
22.0243	21.8	13	Africa	**
22.0243	23.6	13	Africa	**
22.0243	25.4	13	Africa	**
22.0243	27.2	13	Africa	**
22.0243	29	13	Africa	**
22.0243	30.8	13	Africa	**
22.0243	32.6	13	Africa	**
22.0243	34.4	13	Africa	**
22.0243	36.2	13	Africa	**
22.0243	39.8	13	Asia	**
22.0243	41.6	13	Asia	**
22.0243	43.4	13	Asia	**
22.0243	45.2	13	Asia	**
22.0243	47	13	Asia	**
22.0243	48.8	14	Asia	**
22.0243	50.6	14	Asia	**
22.0243	52.4	14	Asia	**
22.0243	54.2	14	Asia	**
22.0243	56	14	Asia	**
22.0243	57.8	14	Asia	**
22.0243	59.6	14	Asia	**
22.0243	70.4	14	Asia	**
22.0243	72.2	14	Asia	**
22.0243	74	14	Asia	**
22.0243	75.8	14	Asia	**
22.0243	77.6	14	Asia	**
22.0243	79.4	14	Asia	**
22.0243	81.2	14	Asia	**
22.0243	83	14	Asia	**
22.0243	84.8	14	Asia	**
22.0243	86.6	14	Asia	**
22.0243	88.4	14	Asia	**
22.0243	90.2	14	Asia	**
22.0243	92	14	Asia	**
22.0243	93.8	14	Asia	**
22.0243	95.6	14	Asia	**
22.0243	97.4	14	Asia	**
22.0243	99.2	14	Asia	**
22.0243	101	14	Asia	**
22.0243	102.8	14	Asia	**
22.0243	104.6	14	Asia	**
22.0243	106.4	14	Asia	**
22.0243	108.2	14	Asia	**
22.0243	110	14	Asia	**
22.0243	111.8	14	Asia	**
22.0243	120.8	15	Asia	**
23.5782	-109.6	11	Americas	**
23.5782	-106	11	Americas	**
23.5782	-104.2	11	Americas	**
23.5782	-102.4	11	Americas	**
23.5782	-100.6	11	Americas	**
23.5782	-98.8	11	Americas	**
23.5782	-14.2	13	Africa	**
23.5782	-12.4	13	Africa	**
23.5782	-10.6	13	Africa	**
23.5782	-8.8	13	Africa	**
23.5782	-7	13	Africa	**
23.5782	-5.2	13	Africa	**
23.5782	-3.4	13	Africa	**
23.5782	-1.6	13	Africa	**
23.5782	0.2	13	Africa	**
23.5782	2	13	Africa	**
23.5782	3.8	13	Africa	**
23.5782	5.6	13	Africa	**
23.5782	7.4	13	Africa	**
23.5782	9.2	13	Africa	**
23.5782	11	13	Africa	**
23.5782	12.8	13	Africa	**
23.5782	14.6	13	Africa	**
23.5782	16.4	13	Africa	**
23.5782	18.2	13	Africa	**
23.5782	20	13	Africa	**
23.5782	21.8	13	Africa	**
23.5782	23.6	13	Africa	**
23.5782	25.4	13	Africa	**
23.5782	27.2	13	Africa	**
23.5782	29	13	Africa	**
23.5782	30.8	13	Africa	**
23.5782	32.6	13	Africa	**
23.5782	34.4	13	Africa	**
23.5782	39.8	13	Asia	**
23.5782	41.6	13	Asia	**
23.5782	43.4	13	Asia	**
23.5782	45.2	13	Asia	**
23.5782	47	13	Asia	**
23.5782	48.8	14	Asia	**
23.5782	50.6	14	Asia	**
23.5782	52.4	14	Asia	**
23.5782	54.2	14	Asia	**
23.5782	56	14	Asia	**
23.5782	57.8	14	Asia	**
23.5782	68.6	14	Asia	**
23.5782	70.4	14	Asia	**
23.5782	72.2	14	Asia	**
23.5782	74	14	Asia	**
23.5782	75.8	14	Asia	**
23.5782	77.6	14	Asia	**
23.5782	79.4	14	Asia	**
23.5782	81.2	14	Asia	**
23.5782	83	14	Asia	**
23.5782	84.8	14	Asia	**
23.5782	86.6	14	Asia	**
23.5782	88.4	14	Asia	**
23.5782	90.2	14	Asia	**
23.5782	92	14	Asia	**
23.5782	93.8	14	Asia	**
23.5782	95.6	14	Asia	**
23.5782	97.4	14	Asia	**
23.5782	99.2	14	Asia	**
23.5782	101	14	Asia	**
23.5782	102.8	14	Asia	**
23.5782	104.6	14	Asia	**
23.5782	106.4	14	Asia	**
23.5782	108.2	14	Asia	**
23.5782	110	14	Asia	**
23.5782	111.8	14	Asia	**
23.5782	113.6	14	Asia	**
23.5782	115.4	14	Asia	**
23.5782	120.8	15	Asia	**
25.1507	-111.4	11	Americas	**
25.1507	-107.8	11	Americas	**
25.1507	-106	11	Americas	**
25.1507	-104.2	11	Americas	**
25.1507	-102.4	11	Americas	**
25.1507	-100.6	11	Americas	**
25.1507	-98.8	11	Americas	**
25.1507	-80.8	12	Americas	**
25.1507	-14.2	13	Africa	**
25.1507	-12.4	13	Africa	**
25.1507	-10.6	13	Africa	**
25.1507	-8.8	13	Africa	**
25.1507	-7	13	Africa	**
25.1507	-5.2	13	Africa	**
25.1507	-3.4	13	Africa	**
25.1507	-1.6	13	Africa	**
25.1507	0.2	13	Africa	**
25.1507	2	13	Africa	**
25.1507	3.8	13	Africa	**
25.1507	5.6	13	Africa	**
25.1507	7.4	13	Africa	**
25.1507	9.2	13	Africa	**
25.1507	11	13	Africa	**
25.1507	12.8	13	Africa	**
25.1507	14.6	13	Africa	**
25.1507	16.4	13	Africa	**
25.1507	18.2	13	Africa	**
25.1507	20	13	Africa	**
25.1507	21.8	13	Africa	**
25.1507	23.6	13	Africa	**
25.1507	25.4	13	Africa	**
25.1507	27.2	13	Africa	**
25.1507	29	13	Africa	**
25.1507	30.8	13	Africa	**
25.1507	32.6	13	Africa	**
25.1507	34.4	13	Africa	**
25.1507	38	13	Asia	**
25.1507	39.8	13	Asia	**
25.1507	41.6	13	Asia	**
25.1507	43.4	13	Asia	**
25.1507	45.2	13	Asia	**
25.1507	47	13	Asia	**
25.1507	48.8	14	Asia	**
25.1507	56	14	Asia	**
25.1507	61.4	14	Asia	**
25.1507	66.8	14	Asia	**
25.1507	68.6	14	Asia	**
25.1507	70.4	14	Asia	**
25.1507	72.2	14	Asia	**
25.1507	74	14	Asia	**
25.1507	75.8	14	Asia	**
25.1507	77.6	14	Asia	**
25.1507	79.4	14	Asia	**
25.1507	81.2	14	Asia	**
25.1507	83	14	Asia	**
25.1507	84.8	14	Asia	**
25.1507	86.6	14	Asia	**
25.1507	88.4	14	Asia	**
25.1507	90.2	14	Asia	**
25.1507	92	14	Asia	**
25.1507	93.8	14	Asia	**
25.1507	95.6	14	Asia	**
25.1507	97.4	14	Asia	**
25.1507	99.2	14	Asia	**
25.1507	101	14	Asia	**
25.1507	102.8	14	Asia	**
25.1507	104.6	14	Asia	**
25.1507	106.4	14	Asia	**
25.1507	108.2	14	Asia	**
25.1507	110	14	Asia	**
25.1507	111.8	14	Asia	**
25.1507	113.6	14	Asia	**
25.1507	115.4	14	Asia	**
25.1507	117.2	14	Asia	**
26.7437	-113.2	11	Americas	**
26.7437	-109.6	11	Americas	**
26.7437	-107.8	11	Americas	**
26.7437	-106	11	Americas	**
26.7437	-104.2	11	Americas	**
26.7437	-102.4	11	Americas	**
26.7437	-100.6	11	Americas	**
26.7437	-98.8	11	Americas	**
26.7437	-80.8	12	Americas	**
26.7437	-12.4	13	Africa	**
26.7437	-10.6	13	Africa	**
26.7437	-8.8	13	Africa	**
26.7437	-7	13	Africa	**
26.7437	-5.2	13	Africa	**
26.7437	-3.4	13	Africa	**
26.7437	-1.6	13	Africa	**
26.7437	0.2	13	Africa	**
26.7437	2	13	Africa	**
26.7437	3.8	13	Africa	**
26.7437	5.6	13	Africa	**
26.7437	7.4	13	Africa	**
26.7437	9.2	13	Africa	**
26.7437	11	13	Africa	**
26.7437	12.8	13	Africa	**
26.7437	14.6	13	Africa	**
26.7437	16.4	13	Africa	**
26.7437	18.2	13	Africa	**
26.7437	20	13	Africa	**
26.7437	21.8	13	Africa	**
26.7437	23.6	13	Africa	**
26.7437	25.4	13	Africa	**
26.7437	27.2	13	Africa	**
26.7437	29	13	Africa	**
26.7437	30.8	13	Africa	**
26.7437	32.6	13	Africa	**
26.7437	36.2	13	Asia	**
26.7437	38	13	Asia	**
26.7437	39.8	13	Asia	**
26.7437	41.6	13	Asia	**
26.7437	43.4	13	Asia	**
26.7437	45.2	13	Asia	**
26.7437	47	13	Asia	**
26.7437	48.8	14	Asia	**
26.7437	54.2	14	Asia	**
26.7437	57.8	14	Asia	**
26.7437	59.6	14	Asia	**
26.7437	61.4	14	Asia	**
26.7437	63.2	14	Asia	**
26.7437	65	14	Asia	**
26.7437	66.8	14	Asia	**
26.7437	68.6	14	Asia	**
26.7437	70.4	14	Asia	**
26.7437	72.2	14	Asia	**
26.7437	74	14	Asia	**
26.7437	75.8	14	Asia	**
26.7437	77.6	14	Asia	**
26.7437	79.4	14	Asia	**
26.7437	81.2	14	Asia	**
26.7437	83	14	Asia	**
26.7437	84.8	14	Asia	**
26.7437	86.6	14	Asia	**
26.7437	88.4	14	Asia	**
26.7437	90.2	14	Asia	**
26.7437	92	14	Asia	**
26.7437	93.8	14	Asia	**
26.7437	95.6	14	Asia	**
26.7437	97.4	14	Asia	**
26.7437	99.2	14	Asia	**
26.7437	101	14	Asia	**
26.7437	102.8	14	Asia	**
26.7437	104.6	14	Asia	**
26.7437	106.4	14	Asia	**
26.7437	108.2	14	Asia	**
26.7437	110	14	Asia	**
26.7437	111.8	14	Asia	**
26.7437	113.6	14	Asia	**
26.7437	115.4	14	Asia	**
26.7437	117.2	14	Asia	**
26.7437	119	14	Asia	**
28.3594	-113.2	11	Americas	**
28.3594	-111.4	11	Americas	**
28.3594	-109.6	11	Americas	**
28.3594	-107.8	11	Americas	**
28.3594	-106	11	Americas	**
28.3594	-104.2	11	Americas	**
28.3594	-102.4	11	Americas	**
28.3594	-100.6	11	Americas	**
28.3594	-98.8	11	Americas	**
28.3594	-97	11	Americas	**
28.3594	-82.6	12	Americas	**
28.3594	-80.8	12	Americas	**
28.3594	-10.6	13	Africa	**
28.3594	-8.8	13	Africa	**
28.3594	-7	13	Africa	**
28.3594	-5.2	13	Africa	**
28.3594	-3.4	13	Africa	**
28.3594	-1.6	13	Africa	**
28.3594	0.2	13	Africa	**
28.3594	2	13	Africa	**
28.3594	3.8	13	Africa	**
28.3594	5.6	13	Africa	**
28.3594	7.4	13	Africa	**
28.3594	9.2	13	Africa	**
28.3594	11	13	Africa	**
28.3594	12.8	13	Africa	**
28.3594	14.6	13	Africa	**
28.3594	16.4	13	Africa	**
28.3594	18.2	13	Africa	**
28.3594	20	13	Africa	**
28.3594	21.8	13	Africa	**
28.3594	23.6	13	Africa	**
28.3594	25.4	13	Africa	**
28.3594	27.2	13	Africa	**
28.3594	29	13	Africa	**
28.3594	30.8	13	Africa	**
28.3594	32.6	13	Africa	**
28.3594	34.4	13	Asia	**
28.3594	36.2	13	Asia	**
28.3594	38	13	Asia	**
28.3594	39.8	13	Asia	**
28.3594	41.6	13	Asia	**
28.3594	43.4	13	Asia	**
28.3594	45.2	13	Asia	**
28.3594	47	13	Asia	**
28.3594	52.4	14	Asia	**
28.3594	54.2	14	Asia	**
28.3594	56	14	Asia	**
28.3594	57.8	14	Asia	**
28.3594	59.6	14	Asia	**
28.3594	61.4	14	Asia	**
28.3594	63.2	14	Asia	**
28.3594	65	14	Asia	**
28.3594	66.8	14	Asia	**
28.3594	68.6	14	Asia	**
28.3594	70.4	14	Asia	**
28.3594	72.2	14	Asia	**
28.3594	74	14	Asia	**
28.3594	75.8	14	Asia	**
28.3594	77.6	14	Asia	**
28.3594	79.4	14	Asia	**
28.3594	81.2	14	Asia	**
28.3594	83	14	Asia	**
28.3594	84.8	14	Asia	**
28.3594	86.6	14	Asia	**
28.3594	88.4	14	Asia	**
28.3594	90.2	14	Asia	**
28.3594	92	14	Asia	**
28.3594	93.8	14	Asia	**
28.3594	95.6	14	Asia	**
28.3594	97.4	14	Asia	**
28.3594	99.2	14	Asia	**
28.3594	101	14	Asia	**
28.3594	102.8	14	Asia	**
28.3594	104.6	14	Asia	**
28.3594	106.4	14	Asia	**
28.3594	108.2	14	Asia	**
28.3594	110	14	Asia	**
28.3594	111.8	14	Asia	**
28.3594	113.6	14	Asia	**
28.3594	115.4	14	Asia	**
28.3594	117.2	14	Asia	**
28.3594	119	14	Asia	**
28.3594	120.8	15	Asia	**
30	-115	11	Americas	**
30	-111.4	11	Americas	**
30	-109.6	11	Americas	**
30	-107.8	11	Americas	**
30	-106	11	Americas	**
30	-104.2	11	Americas	**
30	-102.4	11	Americas	**
30	-100.6	11	Americas	**
30	-98.8	11	Americas	**
30	-97	11	Americas	**
30	-95.2	12	Americas	**
30	-93.4	12	Americas	**
30	-91.6	12	Americas	**
30	-84.4	12	Americas	**
30	-82.6	12	Americas	**
30	-8.8	13	Africa	**
30	-7	13	Africa	**
30	-5.2	13	Africa	**
30	-3.4	13	Africa	**
30	-1.6	13	Africa	**
30	0.2	13	Africa	**
30	2	13	Africa	**
30	3.8	13	Africa	**
30	5.6	13	Africa	**
30	7.4	13	Africa	**
30	9.2	13	Africa	**
30	11	13	Africa	**
30	12.8	13	Africa	**
30	14.6	13	Africa	**
30	16.4	13	Africa	**
30	18.2	13	Africa	**
30	20	13	Africa	**
30	21.8	13	Africa	**
30	23.6	13	Africa	**
30	25.4	13	Africa	**
30	27.2	13	Africa	**
30	29	13	Africa	**
30	30.8	13	Africa	**
30	32.6	13	Asia	**
30	34.4	13	Asia	**
30	36.2	13	Asia	**
30	38	13	Asia	**
30	39.8	13	Asia	**
30	41.6	13	Asia	**
30	43.4	13	Asia	**
30	45.2	13	Asia	**
30	47	13	Asia	**
30	50.6	14	Asia	**
30	52.4	14	Asia	**
30	54.2	14	Asia	**
30	56	14	Asia	**
30	57.8	14	Asia	**
30	59.6	14	Asia	**
30	61.4	14	Asia	**
30	63.2	14	Asia	**
30	65	14	Asia	**
30	66.8	14	Asia	**
30	68.6	14	Asia	**
30	70.4	14	Asia	**
30	72.2	14	Asia	**
30	74	14	Asia	**
30	75.8	14	Asia	**
30	77.6	14	Asia	**
30	79.4	14	Asia	**
30	81.2	14	Asia	**
30	83	14	Asia	**
30	84.8	14	Asia	**
30	86.6	14	Asia	**
30	88.4	14	Asia	**
30	90.2	14	Asia	**
30	92	14	Asia	**
30	93.8	14	Asia	**
30	95.6	14	Asia	**
30	97.4	14	Asia	**
30	99.2	14	Asia	**
30	101	14	Asia	**
30	102.8	14	Asia	**
30	104.6	14	Asia	**
30	106.4	14	Asia	**
30	108.2	14	Asia	**
30	110	14	Asia	**
30	111.8	14	Asia	**
30	113.6	14	Asia	**
30	115.4	14	Asia	**
30	117.2	14	Asia	**
30	119	14	Asia	**
30	120.8	15	Asia	**
31.6682	-115	16	Americas	**
31.6682	-113.2	16	Americas	**
31.6682	-111.4	16	Americas	**
31.6682	-109.6	16	Americas	**
31.6682	-107.8	16	Americas	**
31.6682	-106	16	Americas	**
31.6682	-104.2	16	Americas	**
31.6682	-102.4	16	Americas	**
31.6682	-100.6	16	Americas	**
31.6682	-98.8	16	Americas	**
31.6682	-97	16	Americas	**
31.6682	-95.2	17	Americas	**
31.6682	-93.4	17	Americas	**
31.6682	-91.6	17	Americas	**
31.6682	-89.8	17	Americas	**
31.6682	-88	17	Americas	**
31.6682	-86.2	17	Americas	**
31.6682	-84.4	17	Americas	**
31.6682	-82.6	17	Americas	**
31.6682	-8.8	18	Africa	**
31.6682	-7	18	Africa	**
31.6682	-5.2	18	Africa	**
31.6682	-3.4	18	Africa	**
31.6682	-1.6	18	Africa	**
31.6682	0.2	18	Africa	**
31.6682	2	18	Africa	**
31.6682	3.8	18	Africa	**
31.6682	5.6	18	Africa	**
31.6682	7.4	18	Africa	**
31.6682	9.2	18	Africa	**
31.6682	11	18	Africa	**
31.6682	12.8	18	Africa	**
31.6682	14.6	18	Africa	**
31.6682	20	18	Africa	**
31.6682	21.8	18	Africa	**
31.6682	23.6	18	Africa	**
31.6682	36.2	18	Asia	**
31.6682	38	18	Asia	**
31.6682	39.8	18	Asia	**
31.6682	41.6	18	Asia	**
31.6682	43.4	18	Asia	**
31.6682	45.2	18	Asia	**
31.6682	47	18	Asia	**
31.6682	48.8	19	Asia	**
31.6682	50.6	19	Asia	**
31.6682	52.4	19	Asia	**
31.6682	54.2	19	Asia	**
31.6682	56	19	Asia	**
31.6682	57.8	19	Asia	**
31.6682	59.6	19	Asia	**
31.6682	61.4	19	Asia	**
31.6682	63.2	19	Asia	**
31.6682	65	19	Asia	**
31.6682	66.8	19	Asia	**
31.6682	68.6	19	Asia	**
31.6682	70.4	19	Asia	**
31.6682	72.2	19	Asia	**
31.6682	74	19	Asia	**
31.6682	75.8	19	Asia	**
31.6682	77.6	19	Asia	**
31.6682	79.4	19	Asia	**
31.6682	81.2	19	Asia	**
31.6682	83	19	Asia	**
31.6682	84.8	19	Asia	**
31.6682	86.6	19	Asia	**
31.6682	88.4	19	Asia	**
31.6682	90.2	19	Asia	**
31.6682	92	19	Asia	**
31.6682	93.8	19	Asia	**
31.6682	95.6	19	Asia	**
31.6682	97.4	19	Asia	**
31.6682	99.2	19	Asia	**
31.6682	101	19	Asia	**
31.6682	102.8	19	Asia	**
31.6682	104.6	19	Asia	**
31.6682	106.4	19	Asia	**
31.6682	108.2	19	Asia	**
31.6682	110	19	Asia	**
31.6682	111.8	19	Asia	**
31.6682	113.6	19	Asia	**
31.6682	115.4	19	Asia	**
31.6682	117.2	19	Asia	**
31.6682	119	19	Asia	**
31.6682	120.8	20	Asia	**
33.367	-116.8	16	Americas	**
33.367	-115	16	Americas	**
33.367	-113.2	16	Americas	**
33.367	-111.4	16	Americas	**
33.367	-109.6	16	Americas	**
33.367	-107.8	16	Americas	**
33.367	-106	16	Americas	**
33.367	-104.2	16	Americas	**
