lat	long	quadrant	continent.region	country
-10.0787	-75.4	7	Americas	Chile
-10.0787	-73.6	7	Americas	Chile
-10.0787	-71.8	7	Americas	Chile
-10.0787	-70	7	Americas	Chile
-10.0787	-68.2	7	Americas	Chile
-10.0787	-66.4	7	Americas	Chile
-10.0787	-64.6	7	Americas	Chile
-10.0787	-62.8	7	Americas	Chile
-10.0787	-61	7	Americas	Chile
-10.0787	-59.2	7	Americas	Chile
-10.0787	-57.4	7	Americas	Chile
-10.0787	-55.6	7	Americas	Chile
-10.0787	-53.8	7	Americas	Chile
-10.0787	-52	7	Americas	Chile
-10.0787	-50.2	7	Americas	Chile
-10.0787	-48.4	7	Americas	Chile
-10.0787	-46.6	7	Americas	Chile
-10.0787	-44.8	7	Americas	Chile
-10.0787	-43	7	Americas	Chile
-10.0787	-41.2	7	Americas	Chile
-10.0787	-39.4	7	Americas	Chile
-10.0787	-37.6	7	Americas	Chile
-10.0787	14.6	8	Africa	**
-10.0787	16.4	8	Africa	**
-10.0787	18.2	8	Africa	**
-10.0787	20	8	Africa	**
-10.0787	21.8	8	Africa	**
-10.0787	23.6	8	Africa	**
-10.0787	25.4	8	Africa	**
-10.0787	27.2	8	Africa	**
-10.0787	29	8	Africa	**
-10.0787	30.8	8	Africa	**
-10.0787	32.6	8	Africa	**
-10.0787	34.4	8	Africa	**
-10.0787	36.2	8	Africa	**
-10.0787	38	8	Africa	**
-10.0787	39.8	8	Africa	**
-10.0787	120.8	10	Pacific	**
-10.0787	124.4	10	Pacific	**
-10.0787	149.6	10	Pacific	**
-8.62693	-77.2	7	Americas	Chile
-8.62693	-75.4	7	Americas	Chile
-8.62693	-73.6	7	Americas	Chile
-8.62693	-71.8	7	Americas	Chile
-8.62693	-70	7	Americas	Chile
-8.62693	-68.2	7	Americas	Chile
-8.62693	-66.4	7	Americas	Chile
-8.62693	-64.6	7	Americas	Chile
-8.62693	-62.8	7	Americas	Chile
-8.62693	-61	7	Americas	Chile
-8.62693	-59.2	7	Americas	Chile
-8.62693	-57.4	7	Americas	Chile
-8.62693	-55.6	7	Americas	Chile
-8.62693	-53.8	7	Americas	Chile
-8.62693	-52	7	Americas	Chile
-8.62693	-50.2	7	Americas	Chile
-8.62693	-48.4	7	Americas	Chile
-8.62693	-46.6	7	Americas	Chile
-8.62693	-44.8	7	Americas	Chile
-8.62693	-43	7	Americas	Chile
-8.62693	-41.2	7	Americas	Chile
-8.62693	-39.4	7	Americas	Chile
-8.62693	-37.6	7	Americas	Chile
-8.62693	-35.8	7	Americas	Chile
-8.62693	14.6	8	Africa	**
-8.62693	16.4	8	Africa	**
-8.62693	18.2	8	Africa	**
-8.62693	20	8	Africa	**
-8.62693	21.8	8	Africa	**
-8.62693	23.6	8	Africa	**
-8.62693	25.4	8	Africa	**
-8.62693	27.2	8	Africa	**
-8.62693	29	8	Africa	**
-8.62693	30.8	8	Africa	**
-8.62693	32.6	8	Africa	**
-8.62693	34.4	8	Africa	**
-8.62693	36.2	8	Africa	**
-8.62693	38	8	Africa	**
-8.62693	117.2	9	Pacific	**
-8.62693	119	9	Pacific	**
-8.62693	120.8	10	Pacific	**
-8.62693	122.6	10	Pacific	**
-8.62693	126.2	10	Pacific	**
-8.62693	140.6	10	Pacific	**
-8.62693	142.4	10	Pacific	**
-8.62693	147.8	10	Pacific	**
-7.18076	-79	7	Americas	Chile
-7.18076	-77.2	7	Americas	Chile
-7.18076	-75.4	7	Americas	Chile
-7.18076	-73.6	7	Americas	Chile
-7.18076	-71.8	7	Americas	Chile
-7.18076	-70	7	Americas	Chile
-7.18076	-68.2	7	Americas	Chile
-7.18076	-66.4	7	Americas	Chile
-7.18076	-64.6	7	Americas	Chile
-7.18076	-62.8	7	Americas	Chile
-7.18076	-61	7	Americas	Chile
-7.18076	-59.2	7	Americas	Chile
-7.18076	-57.4	7	Americas	Chile
-7.18076	-55.6	7	Americas	Chile
-7.18076	-53.8	7	Americas	Chile
-7.18076	-52	7	Americas	Chile
-7.18076	-50.2	7	Americas	Chile
-7.18076	-48.4	7	Americas	Chile
-7.18076	-46.6	7	Americas	Chile
-7.18076	-44.8	7	Americas	Chile
-7.18076	-43	7	Americas	Chile
-7.18076	-41.2	7	Americas	Chile
-7.18076	-39.4	7	Americas	Chile
-7.18076	-37.6	7	Americas	Chile
-7.18076	-35.8	7	Americas	Chile
-7.18076	14.6	8	Africa	**
-7.18076	16.4	8	Africa	**
-7.18076	18.2	8	Africa	**
-7.18076	20	8	Africa	**
-7.18076	21.8	8	Africa	**
-7.18076	23.6	8	Africa	**
-7.18076	25.4	8	Africa	**
-7.18076	27.2	8	Africa	**
-7.18076	29	8	Africa	**
-7.18076	30.8	8	Africa	**
-7.18076	32.6	8	Africa	**
-7.18076	34.4	8	Africa	**
-7.18076	36.2	8	Africa	**
-7.18076	38	8	Africa	**
-7.18076	108.2	9	Pacific	**
-7.18076	110	9	Pacific	**
-7.18076	111.8	9	Pacific	**
-7.18076	131.6	10	Pacific	**
-7.18076	140.6	10	Pacific	**
-7.18076	142.4	10	Pacific	**
-7.18076	144.2	10	Pacific	**
-7.18076	146	10	Pacific	**
-5.73917	-80.8	7	Americas	Chile
-5.73917	-79	7	Americas	Chile
-5.73917	-77.2	7	Americas	Chile
-5.73917	-75.4	7	Americas	Chile
-5.73917	-73.6	7	Americas	Chile
-5.73917	-71.8	7	Americas	Chile
-5.73917	-70	7	Americas	Chile
-5.73917	-68.2	7	Americas	Chile
-5.73917	-66.4	7	Americas	Chile
-5.73917	-64.6	7	Americas	Chile
-5.73917	-62.8	7	Americas	Chile
-5.73917	-61	7	Americas	Chile
-5.73917	-59.2	7	Americas	Chile
-5.73917	-57.4	7	Americas	Chile
-5.73917	-55.6	7	Americas	Chile
-5.73917	-53.8	7	Americas	Chile
-5.73917	-52	7	Americas	Chile
-5.73917	-50.2	7	Americas	Chile
-5.73917	-48.4	7	Americas	Chile
-5.73917	-46.6	7	Americas	Chile
-5.73917	-44.8	7	Americas	Chile
-5.73917	-43	7	Americas	Chile
-5.73917	-41.2	7	Americas	Chile
-5.73917	-39.4	7	Americas	Chile
-5.73917	-37.6	7	Americas	Chile
-5.73917	-35.8	7	Americas	Chile
-5.73917	12.8	8	Africa	**
-5.73917	14.6	8	Africa	**
-5.73917	16.4	8	Africa	**
-5.73917	18.2	8	Africa	**
-5.73917	20	8	Africa	**
-5.73917	21.8	8	Africa	**
-5.73917	23.6	8	Africa	**
-5.73917	25.4	8	Africa	**
-5.73917	27.2	8	Africa	**
-5.73917	29	8	Africa	**
-5.73917	30.8	8	Africa	**
-5.73917	32.6	8	Africa	**
-5.73917	34.4	8	Africa	**
-5.73917	36.2	8	Africa	**
-5.73917	38	8	Africa	**
-5.73917	104.6	9	Pacific	**
-5.73917	138.8	10	Pacific	**
-5.73917	140.6	10	Pacific	**
-5.73917	142.4	10	Pacific	**
-5.73917	144.2	10	Pacific	**
-5.73917	146	10	Pacific	**
-5.73917	149.6	10	Pacific	**
-5.73917	155	10	Pacific	**
-4.30122	-80.8	7	Americas	Chile
-4.30122	-79	7	Americas	Chile
-4.30122	-77.2	7	Americas	Chile
-4.30122	-75.4	7	Americas	Chile
-4.30122	-73.6	7	Americas	Chile
-4.30122	-71.8	7	Americas	Chile
-4.30122	-70	7	Americas	Chile
-4.30122	-68.2	7	Americas	Chile
-4.30122	-66.4	7	Americas	Chile
-4.30122	-64.6	7	Americas	Chile
-4.30122	-62.8	7	Americas	Chile
-4.30122	-61	7	Americas	Chile
-4.30122	-59.2	7	Americas	Chile
-4.30122	-57.4	7	Americas	Chile
-4.30122	-55.6	7	Americas	Chile
-4.30122	-53.8	7	Americas	Chile
-4.30122	-52	7	Americas	Chile
-4.30122	-50.2	7	Americas	Chile
-4.30122	-48.4	7	Americas	Chile
-4.30122	-46.6	7	Americas	Chile
-4.30122	-44.8	7	Americas	Chile
-4.30122	-43	7	Americas	Chile
-4.30122	-41.2	7	Americas	Chile
-4.30122	-39.4	7	Americas	Chile
-4.30122	12.8	8	Africa	**
-4.30122	14.6	8	Africa	**
-4.30122	16.4	8	Africa	**
-4.30122	18.2	8	Africa	**
-4.30122	20	8	Africa	**
-4.30122	21.8	8	Africa	**
-4.30122	23.6	8	Africa	**
-4.30122	25.4	8	Africa	**
-4.30122	27.2	8	Africa	**
-4.30122	29	8	Africa	**
-4.30122	30.8	8	Africa	**
-4.30122	32.6	8	Africa	**
-4.30122	34.4	8	Africa	**
-4.30122	36.2	8	Africa	**
-4.30122	38	8	Africa	**
-4.30122	102.8	9	Pacific	**
-4.30122	104.6	9	Pacific	**
-4.30122	122.6	10	Pacific	**
-4.30122	135.2	10	Pacific	**
-4.30122	137	10	Pacific	**
-4.30122	138.8	10	Pacific	**
-4.30122	140.6	10	Pacific	**
-4.30122	142.4	10	Pacific	**
-4.30122	144.2	10	Pacific	**
-2.86598	-79	7	Americas	Chile
-2.86598	-77.2	7	Americas	Chile
-2.86598	-75.4	7	Americas	Chile
-2.86598	-73.6	7	Americas	Chile
-2.86598	-71.8	7	Americas	Chile
-2.86598	-70	7	Americas	Chile
-2.86598	-68.2	7	Americas	Chile
-2.86598	-66.4	7	Americas	Chile
-2.86598	-64.6	7	Americas	Chile
-2.86598	-62.8	7	Americas	Chile
-2.86598	-61	7	Americas	Chile
-2.86598	-59.2	7	Americas	Chile
-2.86598	-57.4	7	Americas	Chile
-2.86598	-55.6	7	Americas	Chile
-2.86598	-53.8	7	Americas	Chile
-2.86598	-52	7	Americas	Chile
-2.86598	-50.2	7	Americas	Chile
-2.86598	-48.4	7	Americas	Chile
-2.86598	-46.6	7	Americas	Chile
-2.86598	-44.8	7	Americas	Chile
-2.86598	-43	7	Americas	Chile
-2.86598	11	8	Africa	**
-2.86598	12.8	8	Africa	**
-2.86598	14.6	8	Africa	**
-2.86598	16.4	8	Africa	**
-2.86598	18.2	8	Africa	**
-2.86598	20	8	Africa	**
-2.86598	21.8	8	Africa	**
-2.86598	23.6	8	Africa	**
-2.86598	25.4	8	Africa	**
-2.86598	27.2	8	Africa	**
-2.86598	29	8	Africa	**
-2.86598	30.8	8	Africa	**
-2.86598	32.6	8	Africa	**
-2.86598	34.4	8	Africa	**
-2.86598	36.2	8	Africa	**
-2.86598	38	8	Africa	**
-2.86598	39.8	8	Africa	**
-2.86598	102.8	9	Pacific	**
-2.86598	104.6	9	Pacific	**
-2.86598	106.4	9	Pacific	**
-2.86598	108.2	9	Pacific	**
-2.86598	111.8	9	Pacific	**
-2.86598	113.6	9	Pacific	**
-2.86598	115.4	9	Pacific	**
-2.86598	119	9	Pacific	**
-2.86598	133.4	10	Pacific	**
-2.86598	137	10	Pacific	**
-2.86598	138.8	10	Pacific	**
-2.86598	140.6	10	Pacific	**
-1.43254	-79	7	Americas	Chile
-1.43254	-77.2	7	Americas	Chile
-1.43254	-75.4	7	Americas	Chile
-1.43254	-73.6	7	Americas	Chile
-1.43254	-71.8	7	Americas	Chile
-1.43254	-70	7	Americas	Chile
-1.43254	-68.2	7	Americas	Chile
-1.43254	-66.4	7	Americas	Chile
-1.43254	-64.6	7	Americas	Chile
-1.43254	-62.8	7	Americas	Chile
-1.43254	-61	7	Americas	Chile
-1.43254	-59.2	7	Americas	Chile
-1.43254	-57.4	7	Americas	Chile
-1.43254	-55.6	7	Americas	Chile
-1.43254	-53.8	7	Americas	Chile
-1.43254	-52	7	Americas	Chile
-1.43254	-50.2	7	Americas	Chile
-1.43254	-48.4	7	Americas	Chile
-1.43254	-46.6	7	Americas	Chile
-1.43254	9.2	8	Africa	**
-1.43254	11	8	Africa	**
-1.43254	12.8	8	Africa	**
-1.43254	14.6	8	Africa	**
-1.43254	16.4	8	Africa	**
-1.43254	18.2	8	Africa	**
-1.43254	20	8	Africa	**
-1.43254	21.8	8	Africa	**
-1.43254	23.6	8	Africa	**
-1.43254	25.4	8	Africa	**
-1.43254	27.2	8	Africa	**
-1.43254	29	8	Africa	**
-1.43254	30.8	8	Africa	**
-1.43254	34.4	8	Africa	**
-1.43254	36.2	8	Africa	**
-1.43254	38	8	Africa	**
-1.43254	39.8	8	Africa	**
-1.43254	41.6	8	Africa	**
-1.43254	101	9	Pacific	**
-1.43254	102.8	9	Pacific	**
-1.43254	111.8	9	Pacific	**
-1.43254	113.6	9	Pacific	**
-1.43254	115.4	9	Pacific	**
-1.43254	120.8	10	Pacific	**
-1.43254	131.6	10	Pacific	**
-1.43254	133.4	10	Pacific	**
-1.43254	149.6	10	Pacific	**
0	-79	7	Americas	Chile
0	-77.2	7	Americas	Chile
0	-75.4	7	Americas	Chile
0	-73.6	7	Americas	Chile
0	-71.8	7	Americas	Chile
0	-70	7	Americas	Chile
0	-68.2	7	Americas	Chile
0	-66.4	7	Americas	Chile
0	-64.6	7	Americas	Chile
0	-62.8	7	Americas	Chile
0	-61	7	Americas	Chile
0	-59.2	7	Americas	Chile
0	-57.4	7	Americas	Chile
0	-55.6	7	Americas	Chile
0	-53.8	7	Americas	Chile
0	-52	7	Americas	Chile
0	-50.2	7	Americas	Chile
0	11	8	Africa	**
0	12.8	8	Africa	**
0	14.6	8	Africa	**
0	16.4	8	Africa	**
0	18.2	8	Africa	**
0	20	8	Africa	**
0	21.8	8	Africa	**
0	23.6	8	Africa	**
0	25.4	8	Africa	**
0	27.2	8	Africa	**
0	29	8	Africa	**
0	30.8	8	Africa	**
0	34.4	8	Africa	**
0	36.2	8	Africa	**
0	38	8	Africa	**
0	39.8	8	Africa	**
0	41.6	8	Africa	**
0	101	9	Pacific	**
0	102.8	9	Pacific	**
0	110	9	Pacific	**
0	111.8	9	Pacific	**
0	113.6	9	Pacific	**
0	115.4	9	Pacific	**
0	117.2	9	Pacific	**
1.43254	-77.2	12	Americas	Chile
1.43254	-75.4	12	Americas	Chile
1.43254	-73.6	12	Americas	Chile
1.43254	-71.8	12	Americas	Chile
1.43254	-70	12	Americas	Chile
1.43254	-68.2	12	Americas	Chile
1.43254	-66.4	12	Americas	Chile
1.43254	-64.6	12	Americas	Chile
1.43254	-62.8	12	Americas	Chile
1.43254	-61	12	Americas	Chile
1.43254	-59.2	12	Americas	Chile
1.43254	-57.4	12	Americas	Chile
1.43254	-55.6	12	Americas	Chile
1.43254	-53.8	12	Americas	Chile
1.43254	-52	12	Americas	Chile
1.43254	-50.2	12	Americas	Chile
1.43254	11	13	Africa	**
1.43254	12.8	13	Africa	**
1.43254	14.6	13	Africa	**
1.43254	16.4	13	Africa	**
1.43254	18.2	13	Africa	**
1.43254	20	13	Africa	**
1.43254	21.8	13	Africa	**
1.43254	23.6	13	Africa	**
1.43254	25.4	13	Africa	**
1.43254	27.2	13	Africa	**
1.43254	29	13	Africa	**
1.43254	30.8	13	Africa	**
1.43254	32.6	13	Africa	**
1.43254	34.4	13	Africa	**
1.43254	36.2	13	Africa	**
1.43254	38	13	Africa	**
1.43254	39.8	13	Africa	**
1.43254	41.6	13	Africa	**
1.43254	43.4	13	Africa	**
1.43254	97.4	14	Pacific	**
1.43254	99.2	14	Pacific	**
1.43254	101	14	Pacific	**
1.43254	110	14	Pacific	**
1.43254	111.8	14	Pacific	**
1.43254	113.6	14	Pacific	**
1.43254	115.4	14	Pacific	**
1.43254	117.2	14	Pacific	**
1.43254	128	15	Pacific	**
2.86598	-77.2	12	Americas	Chile
2.86598	-75.4	12	Americas	Chile
2.86598	-73.6	12	Americas	Chile
2.86598	-71.8	12	Americas	Chile
2.86598	-70	12	Americas	Chile
2.86598	-68.2	12	Americas	Chile
2.86598	-66.4	12	Americas	Chile
2.86598	-64.6	12	Americas	Chile
2.86598	-62.8	12	Americas	Chile
2.86598	-61	12	Americas	Chile
2.86598	-59.2	12	Americas	Chile
2.86598	-57.4	12	Americas	Chile
2.86598	-55.6	12	Americas	Chile
2.86598	-53.8	12	Americas	Chile
2.86598	-52	12	Americas	Chile
2.86598	11	13	Africa	**
2.86598	12.8	13	Africa	**
2.86598	14.6	13	Africa	**
2.86598	16.4	13	Africa	**
2.86598	18.2	13	Africa	**
2.86598	20	13	Africa	**
2.86598	21.8	13	Africa	**
2.86598	23.6	13	Africa	**
2.86598	25.4	13	Africa	**
2.86598	27.2	13	Africa	**
2.86598	29	13	Africa	**
2.86598	30.8	13	Africa	**
2.86598	32.6	13	Africa	**
2.86598	34.4	13	Africa	**
2.86598	36.2	13	Africa	**
2.86598	38	13	Africa	**
2.86598	39.8	13	Africa	**
2.86598	41.6	13	Africa	**
2.86598	43.4	13	Africa	**
2.86598	45.2	13	Africa	**
2.86598	99.2	14	Pacific	**
2.86598	102.8	14	Pacific	**
2.86598	111.8	14	Pacific	**
2.86598	113.6	14	Pacific	**
2.86598	115.4	14	Pacific	**
2.86598	117.2	14	Pacific	**
4.30122	-77.2	12	Americas	Chile
4.30122	-75.4	12	Americas	Chile
4.30122	-73.6	12	Americas	Chile
4.30122	-71.8	12	Americas	Chile
4.30122	-70	12	Americas	Chile
4.30122	-68.2	12	Americas	Chile
4.30122	-66.4	12	Americas	Chile
4.30122	-64.6	12	Americas	Chile
4.30122	-62.8	12	Americas	Chile
4.30122	-61	12	Americas	Chile
4.30122	-59.2	12	Americas	Chile
4.30122	-57.4	12	Americas	Chile
4.30122	-55.6	12	Americas	Chile
4.30122	-53.8	12	Americas	Chile
4.30122	-52	12	Americas	Chile
4.30122	9.2	13	Africa	**
4.30122	11	13	Africa	**
4.30122	12.8	13	Africa	**
4.30122	14.6	13	Africa	**
4.30122	16.4	13	Africa	**
4.30122	18.2	13	Africa	**
4.30122	20	13	Africa	**
4.30122	21.8	13	Africa	**
4.30122	23.6	13	Africa	**
4.30122	25.4	13	Africa	**
4.30122	27.2	13	Africa	**
4.30122	29	13	Africa	**
4.30122	30.8	13	Africa	**
4.30122	32.6	13	Africa	**
4.30122	34.4	13	Africa	**
4.30122	36.2	13	Africa	**
4.30122	38	13	Africa	**
4.30122	39.8	13	Africa	**
4.30122	41.6	13	Africa	**
4.30122	43.4	13	Africa	**
4.30122	45.2	13	Africa	**
4.30122	47	13	Africa	**
4.30122	97.4	14	Pacific	**
4.30122	101	14	Pacific	**
4.30122	102.8	14	Pacific	**
4.30122	115.4	14	Pacific	**
4.30122	117.2	14	Pacific	**
5.73917	-77.2	12	Americas	Chile
5.73917	-75.4	12	Americas	Chile
5.73917	-73.6	12	Americas	Chile
5.73917	-71.8	12	Americas	Chile
5.73917	-70	12	Americas	Chile
5.73917	-68.2	12	Americas	Chile
5.73917	-66.4	12	Americas	Chile
5.73917	-64.6	12	Americas	Chile
5.73917	-62.8	12	Americas	Chile
5.73917	-61	12	Americas	Chile
5.73917	-59.2	12	Americas	Chile
5.73917	-57.4	12	Americas	Chile
5.73917	-55.6	12	Americas	Chile
5.73917	-53.8	12	Americas	Chile
5.73917	-8.8	13	Africa	**
5.73917	-7	13	Africa	**
5.73917	-5.2	13	Africa	**
5.73917	-3.4	13	Africa	**
5.73917	-1.6	13	Africa	**
5.73917	5.6	13	Africa	**
5.73917	7.4	13	Africa	**
5.73917	9.2	13	Africa	**
5.73917	11	13	Africa	**
5.73917	12.8	13	Africa	**
5.73917	14.6	13	Africa	**
5.73917	16.4	13	Africa	**
5.73917	18.2	13	Africa	**
5.73917	20	13	Africa	**
5.73917	21.8	13	Africa	**
5.73917	23.6	13	Africa	**
5.73917	25.4	13	Africa	**
5.73917	27.2	13	Africa	**
5.73917	29	13	Africa	**
5.73917	30.8	13	Africa	**
5.73917	32.6	13	Africa	**
5.73917	34.4	13	Africa	**
5.73917	36.2	13	Africa	**
5.73917	38	13	Africa	**
5.73917	39.8	13	Africa	**
5.73917	41.6	13	Africa	**
5.73917	43.4	13	Africa	**
5.73917	45.2	13	Africa	**
5.73917	47	13	Africa	**
5.73917	101	14	Pacific	**
5.73917	117.2	14	Pacific	**
7.18076	-77.2	12	Americas	Chile
7.18076	-75.4	12	Americas	Chile
7.18076	-73.6	12	Americas	Chile
7.18076	-71.8	12	Americas	Chile
7.18076	-70	12	Americas	Chile
7.18076	-68.2	12	Americas	Chile
7.18076	-66.4	12	Americas	Chile
7.18076	-64.6	12	Americas	Chile
7.18076	-62.8	12	Americas	Chile
7.18076	-61	12	Americas	Chile
7.18076	-59.2	12	Americas	Chile
7.18076	-10.6	13	Africa	**
7.18076	-8.8	13	Africa	**
7.18076	-7	13	Africa	**
7.18076	-5.2	13	Africa	**
7.18076	-3.4	13	Africa	**
7.18076	-1.6	13	Africa	**
7.18076	0.2	13	Africa	**
7.18076	2	13	Africa	**
7.18076	3.8	13	Africa	**
7.18076	5.6	13	Africa	**
7.18076	7.4	13	Africa	**
7.18076	9.2	13	Africa	**
7.18076	11	13	Africa	**
7.18076	12.8	13	Africa	**
7.18076	14.6	13	Africa	**
7.18076	16.4	13	Africa	**
7.18076	18.2	13	Africa	**
7.18076	20	13	Africa	**
7.18076	21.8	13	Africa	**
7.18076	23.6	13	Africa	**
7.18076	25.4	13	Africa	**
7.18076	27.2	13	Africa	**
7.18076	29	13	Africa	**
7.18076	30.8	13	Africa	**
7.18076	32.6	13	Africa	**
7.18076	34.4	13	Africa	**
7.18076	36.2	13	Africa	**
7.18076	38	13	Africa	**
7.18076	39.8	13	Africa	**
7.18076	41.6	13	Africa	**
7.18076	43.4	13	Africa	**
7.18076	45.2	13	Africa	**
7.18076	47	13	Africa	**
7.18076	48.8	14	Africa	**
7.18076	81.2	14	Asia	**
7.18076	93.8	14	Pacific	**
7.18076	124.4	15	Pacific	**
7.18076	126.2	15	Pacific	**
8.62693	-82.6	12	Americas	**
8.62693	-80.8	12	Americas	**
8.62693	-75.4	12	Americas	Chile
8.62693	-73.6	12	Americas	Chile
8.62693	-71.8	12	Americas	Chile
8.62693	-70	12	Americas	Chile
8.62693	-68.2	12	Americas	Chile
8.62693	-66.4	12	Americas	Chile
8.62693	-64.6	12	Americas	Chile
8.62693	-62.8	12	Americas	Chile
8.62693	-61	12	Americas	Chile
8.62693	-12.4	13	Africa	**
8.62693	-10.6	13	Africa	**
8.62693	-8.8	13	Africa	**
8.62693	-7	13	Africa	**
8.62693	-5.2	13	Africa	**
8.62693	-3.4	13	Africa	**
8.62693	-1.6	13	Africa	**
8.62693	0.2	13	Africa	**
8.62693	2	13	Africa	**
8.62693	3.8	13	Africa	**
8.62693	5.6	13	Africa	**
8.62693	7.4	13	Africa	**
8.62693	9.2	13	Africa	**
8.62693	11	13	Africa	**
8.62693	12.8	13	Africa	**
8.62693	14.6	13	Africa	**
8.62693	16.4	13	Africa	**
8.62693	18.2	13	Africa	**
8.62693	20	13	Africa	**
8.62693	21.8	13	Africa	**
8.62693	23.6	13	Africa	**
8.62693	25.4	13	Africa	**
8.62693	27.2	13	Africa	**
8.62693	29	13	Africa	**
8.62693	30.8	13	Africa	**
8.62693	32.6	13	Africa	**
8.62693	34.4	13	Africa	**
8.62693	36.2	13	Africa	**
8.62693	38	13	Africa	**
8.62693	39.8	13	Africa	**
8.62693	41.6	13	Africa	**
8.62693	43.4	13	Africa	**
8.62693	45.2	13	Africa	**
8.62693	47	13	Africa	**
8.62693	48.8	14	Africa	**
8.62693	77.6	14	Asia	**
8.62693	81.2	14	Asia	**
8.62693	99.2	14	Pacific	**
10.0787	-84.4	12	Americas	**
10.0787	-75.4	12	Americas	Chile
10.0787	-73.6	12	Americas	Chile
10.0787	-71.8	12	Americas	Chile
10.0787	-70	12	Americas	Chile
10.0787	-68.2	12	Americas	Chile
10.0787	-66.4	12	Americas	Chile
10.0787	-64.6	12	Americas	Chile
10.0787	-62.8	12	Americas	Chile
10.0787	-12.4	13	Africa	**
10.0787	-10.6	13	Africa	**
10.0787	-8.8	13	Africa	**
10.0787	-7	13	Africa	**
10.0787	-5.2	13	Africa	**
10.0787	-3.4	13	Africa	**
10.0787	-1.6	13	Africa	**
10.0787	0.2	13	Africa	**
10.0787	2	13	Africa	**
10.0787	3.8	13	Africa	**
10.0787	5.6	13	Africa	**
10.0787	7.4	13	Africa	**
10.0787	9.2	13	Africa	**
10.0787	11	13	Africa	**
10.0787	12.8	13	Africa	**
10.0787	14.6	13	Africa	**
10.0787	16.4	13	Africa	**
10.0787	18.2	13	Africa	**
10.0787	20	13	Africa	**
10.0787	21.8	13	Africa	**
10.0787	23.6	13	Africa	**
10.0787	25.4	13	Africa	**
10.0787	27.2	13	Africa	**
10.0787	29	13	Africa	**
10.0787	30.8	13	Africa	**
10.0787	32.6	13	Africa	**
10.0787	34.4	13	Africa	**
10.0787	36.2	13	Africa	**
10.0787	38	13	Africa	**
10.0787	39.8	13	Africa	**
10.0787	41.6	13	Africa	**
10.0787	43.4	13	Africa	**
10.0787	45.2	13	Africa	**
10.0787	47	13	Africa	**
10.0787	48.8	14	Africa	**
10.0787	50.6	14	Africa	**
10.0787	77.6	14	Asia	**
10.0787	106.4	14	Asia	**
10.0787	119	14	Pacific	**
10.0787	124.4	15	Pacific	**
11.537	-86.2	12	Americas	**
11.537	-84.4	12	Americas	**
11.537	-16	13	Africa	**
11.537	-14.2	13	Africa	**
11.537	-12.4	13	Africa	**
11.537	-10.6	13	Africa	**
11.537	-8.8	13	Africa	**
11.537	-7	13	Africa	**
11.537	-5.2	13	Africa	**
11.537	-3.4	13	Africa	**
11.537	-1.6	13	Africa	**
11.537	0.2	13	Africa	**
11.537	2	13	Africa	**
11.537	3.8	13	Africa	**
11.537	5.6	13	Africa	**
11.537	7.4	13	Africa	**
11.537	9.2	13	Africa	**
11.537	11	13	Africa	**
11.537	12.8	13	Africa	**
11.537	14.6	13	Africa	**
11.537	16.4	13	Africa	**
11.537	18.2	13	Africa	**
11.537	20	13	Africa	**
11.537	21.8	13	Africa	**
11.537	23.6	13	Africa	**
11.537	25.4	13	Africa	**
11.537	27.2	13	Africa	**
11.537	29	13	Africa	**
11.537	30.8	13	Africa	**
11.537	32.6	13	Africa	**
11.537	34.4	13	Africa	**
11.537	36.2	13	Africa	**
11.537	38	13	Africa	**
11.537	39.8	13	Africa	**
11.537	41.6	13	Africa	**
11.537	50.6	14	Africa	**
11.537	75.8	14	Asia	**
11.537	77.6	14	Asia	**
11.537	79.4	14	Asia	**
11.537	99.2	14	Asia	**
11.537	104.6	14	Asia	**
11.537	106.4	14	Asia	**
11.537	108.2	14	Asia	**
13.0029	-86.2	12	Americas	**
13.0029	-84.4	12	Americas	**
13.0029	-16	13	Africa	**
13.0029	-14.2	13	Africa	**
13.0029	-12.4	13	Africa	**
13.0029	-10.6	13	Africa	**
13.0029	-8.8	13	Africa	**
13.0029	-7	13	Africa	**
13.0029	-5.2	13	Africa	**
13.0029	-3.4	13	Africa	**
13.0029	-1.6	13	Africa	**
13.0029	0.2	13	Africa	**
13.0029	2	13	Africa	**
13.0029	3.8	13	Africa	**
13.0029	5.6	13	Africa	**
13.0029	7.4	13	Africa	**
13.0029	9.2	13	Africa	**
13.0029	11	13	Africa	**
13.0029	12.8	13	Africa	**
13.0029	14.6	13	Africa	**
13.0029	16.4	13	Africa	**
13.0029	18.2	13	Africa	**
13.0029	20	13	Africa	**
13.0029	21.8	13	Africa	**
13.0029	23.6	13	Africa	**
13.0029	25.4	13	Africa	**
13.0029	27.2	13	Africa	**
13.0029	29	13	Africa	**
13.0029	30.8	13	Africa	**
13.0029	32.6	13	Africa	**
13.0029	34.4	13	Africa	**
13.0029	36.2	13	Africa	**
13.0029	38	13	Africa	**
13.0029	39.8	13	Africa	**
13.0029	41.6	13	Africa	**
13.0029	43.4	13	Asia	**
13.0029	75.8	14	Asia	**
13.0029	77.6	14	Asia	**
13.0029	79.4	14	Asia	**
13.0029	99.2	14	Asia	**
13.0029	101	14	Asia	**
13.0029	102.8	14	Asia	**
13.0029	104.6	14	Asia	**
13.0029	106.4	14	Asia	**
13.0029	108.2	14	Asia	**
13.0029	120.8	15	Pacific	**
